rank,person_name,gender,age,country,iso3,wb_country_name,state,city,net_worth_usd_m,net_worth_usd,source_of_wealth,industries,primary_industry,self_made,wealth_gdp_ratio_pct,wealth_per_citizen_usd,wealth_country_share_pct,sector_dominance_score,gdp_usd,population,gdp_year,forbes_uri,scrape_timestamp,birth_year
1362,Marcel Erni,M,61.0,Switzerland,CHE,Switzerland,,Zug,3091.72,3091720000.0,Private equity,Finance & Investments,Finance & Investments,True,0.330113,343.3115,1.1299,19.52,936564198048.516,9005582.0,2024.0,marcel-erni,2026-04-10 21:32 UTC,1965.0
1362,Urs Wietlisbach,M,64.0,Switzerland,CHE,Switzerland,,Zug,3091.72,3091720000.0,Private equity,Finance & Investments,Finance & Investments,True,0.330113,343.3115,1.1299,19.52,936564198048.516,9005582.0,2024.0,urs-wietlisbach,2026-04-10 21:32 UTC,1961.0
1365,Barry Sternlicht,M,65.0,United States,USA,United States,Florida,Miami,3091.62,3091621000.0,Private equity,Finance & Investments,Finance & Investments,True,0.010753,9.09,0.0371,23.35,28750956130731.2,340110988.0,2024.0,barry-sternlicht,2026-04-10 21:32 UTC,1960.0
1366,Robert Sands,M,67.0,United States,USA,United States,Florida,Delray Beach,3089.43,3089434000.0,Liquor,Food & Beverage,Food & Beverage,False,0.010746,9.0836,0.037,23.35,28750956130731.2,340110988.0,2024.0,robert-sands,2026-04-10 21:32 UTC,1958.0
1367,Zhang Gongyun,M,63.0,China,CHN,China,Shandong,Gaomi,3089.31,3089308000.0,Tyre manufacturing machinery,Manufacturing,Manufacturing,True,0.016482,2.1926,0.1447,15.26,18743803170827.2,1408975000.0,2024.0,zhang-gongyun,2026-04-10 21:32 UTC,1962.0
1368,Lin Ming-hsiung,M,76.0,Taiwan,TWN,Taiwan,,Taipei,3084.74,3084737000.0,Supermarkets,Fashion & Retail,Fashion & Retail,True,0.407675,130.87,1.2889,20.46,756666000000.0,23571000.0,2023.0,lin-ming-hsiung,2026-04-10 21:32 UTC,1950.0
1369,Harsh Goenka,M,68.0,India,IND,India,,Mumbai,3083.74,3083736000.0,Diversified,Diversified,Diversified,False,0.07887,2.1253,0.3116,12.2,3909891533858.08,1450935791.0,2024.0,harsh-goenka,2026-04-10 21:32 UTC,1957.0
1370,Chey Tae-won,M,65.0,South Korea,KOR,"Korea, Rep.",,Seoul,3083.17,3083174000.0,"Oil, semiconductor",Technology,Technology,False,0.164402,59.577,1.8843,26.04,1875388209406.8,51751065.0,2024.0,chey-tae-won,2026-04-10 21:32 UTC,1960.0
1371,Ren Yuanlin,M,72.0,China,CHN,China,Jiangsu,Jiangyin,3079.37,3079373000.0,Shipbuilding,Logistics,Logistics,True,0.016429,2.1855,0.1443,15.26,18743803170827.2,1408975000.0,2024.0,ren-yuanlin,2026-04-10 21:32 UTC,1953.0
1372,Masahiro Noda,M,87.0,Japan,JPN,Japan,,Tokyo,3073.9,3073903000.0,Software,Technology,Technology,True,0.076321,24.7945,1.4069,25.83,4027597523550.58,123975371.0,2024.0,masahiro-noda,2026-04-10 21:32 UTC,1938.0
1373,Lottie Tham & family,F,77.0,Sweden,SWE,Sweden,,Stockholm,3072.47,3072470000.0,H&M,Fashion & Retail,Fashion & Retail,False,0.508927,290.6863,1.3956,14.16,603715224265.798,10569709.0,2024.0,lottie-tham,2026-04-10 21:32 UTC,1949.0
1374,Rajan Raheja & family,M,71.0,India,IND,India,,Mumbai,3068.41,3068413000.0,Diversified,Diversified,Diversified,False,0.078478,2.1148,0.3101,12.2,3909891533858.08,1450935791.0,2024.0,rajan-raheja,2026-04-10 21:32 UTC,1954.0
1375,Arvind Tiku,M,56.0,India,IND,India,,Singapore,3063.21,3063210000.0,"Renewable energy, real estate",Energy,Energy,True,0.078345,2.1112,0.3095,12.2,3909891533858.08,1450935791.0,2024.0,arvind-tiku,2026-04-10 21:32 UTC,1970.0
1376,Fernando De Leon,M,47.0,United States,USA,United States,Texas,Dallas,3062.4,3062400000.0,Real Estate,Real Estate,Real Estate,True,0.010651,9.0041,0.0367,23.35,28750956130731.2,340110988.0,2024.0,fernando-de-leon,2026-04-10 21:32 UTC,1978.0
1377,Arun Bharat Ram,M,85.0,India,IND,India,,Delhi,3062.19,3062194000.0,Chemicals,Manufacturing,Manufacturing,False,0.078319,2.1105,0.3094,12.2,3909891533858.08,1450935791.0,2024.0,arun-bharat-ram,2026-04-10 21:32 UTC,1940.0
1378,He Xiaopeng,M,48.0,China,CHN,China,Guangdong,Guangzhou,3060.84,3060842000.0,Electric vehicles,Automotive,Automotive,True,0.01633,2.1724,0.1434,15.26,18743803170827.2,1408975000.0,2024.0,he-xiaopeng,2026-04-10 21:32 UTC,1977.0
1379,Wu Guangming,M,64.0,China,CHN,China,Jiangsu,Danyang,3057.12,3057125000.0,Medical equipment,Healthcare,Healthcare,True,0.01631,2.1698,0.1432,15.26,18743803170827.2,1408975000.0,2024.0,wu-guangming,2026-04-10 21:32 UTC,1962.0
1380,Danna Azrieli,F,58.0,Israel,ISR,Israel,,Herzliya,3051.65,3051651000.0,Real estate,Real Estate,Real Estate,False,0.564723,305.9483,1.3326,17.07,540379921261.681,9974400.0,2024.0,danna-azrieli,2026-04-10 21:32 UTC,1967.0
1380,Naomi Azrieli,F,60.0,Canada,CAN,Canada,Ontario,Toronto,3051.65,3051651000.0,Real estate,Real Estate,Real Estate,False,0.136014,73.9103,0.6876,22.88,2243636826633.76,41288599.0,2024.0,naomi-azrieli,2026-04-10 21:32 UTC,1965.0
1380,Sharon Azrieli,F,65.0,Canada,CAN,Canada,Quebec,Montreal,3051.65,3051651000.0,Real estate,Real Estate,Real Estate,False,0.136014,73.9103,0.6876,22.88,2243636826633.76,41288599.0,2024.0,sharon-azrieli,2026-04-10 21:32 UTC,1960.0
1383,Jerry Yang,M,57.0,United States,USA,United States,California,Los Altos Hills,3050.06,3050056000.0,Yahoo,Technology,Technology,True,0.010609,8.9678,0.0366,23.35,28750956130731.2,340110988.0,2024.0,jerry-yang,2026-04-10 21:32 UTC,1968.0
1384,Shmuel Harlap,M,81.0,Israel,ISR,Israel,,Tel Aviv,3046.25,3046248000.0,Automotive,Automotive,Automotive,False,0.563723,305.4066,1.3303,17.07,540379921261.681,9974400.0,2024.0,shmuel-harlap,2026-04-10 21:32 UTC,1944.0
1385,Phillip T. (Terry) Ragon,M,76.0,United States,USA,United States,Massachusetts,Boston,3045.35,3045352000.0,Health IT,Technology,Technology,True,0.010592,8.954,0.0365,23.35,28750956130731.2,340110988.0,2024.0,phillip-t-terry-ragon,2026-04-10 21:32 UTC,1949.0
1386,Ge Weidong,M,57.0,Hong Kong,HKG,"Hong Kong SAR, China",Shanghai,Shanghai,3044.02,3044021000.0,Investment,Finance & Investments,Finance & Investments,True,0.748168,404.5695,0.7203,16.36,406863396487.342,7524100.0,2024.0,ge-weidong,2026-04-10 21:32 UTC,1969.0
1387,John Paul DeJoria,M,82.0,United States,USA,United States,Texas,Austin,3032.37,3032368000.0,"Hair products, tequila",Fashion & Retail,Fashion & Retail,True,0.010547,8.9158,0.0363,23.35,28750956130731.2,340110988.0,2024.0,john-paul-dejoria,2026-04-10 21:32 UTC,1944.0
1388,Qiu Guanghe & family,M,74.0,China,CHN,China,Zhejiang,Wenzhou,3031.47,3031473000.0,Fashion retail,Fashion & Retail,Fashion & Retail,True,0.016173,2.1515,0.142,15.26,18743803170827.2,1408975000.0,2024.0,qiu-guanghe,2026-04-10 21:32 UTC,1951.0
1389,Liu Jingkang,M,34.0,China,CHN,China,Guangdong,Shenzhen,3031.38,3031377000.0,Cameras,Manufacturing,Manufacturing,True,0.016173,2.1515,0.142,15.26,18743803170827.2,1408975000.0,2024.0,liu-jingkang,2026-04-10 21:32 UTC,1991.0
1390,J. Tomilson Hill,M,77.0,United States,USA,United States,New York,New York,3022.07,3022070000.0,Investments,Finance & Investments,Finance & Investments,True,0.010511,8.8855,0.0362,23.35,28750956130731.2,340110988.0,2024.0,j-tomilson-hill,2026-04-10 21:32 UTC,1948.0
1391,Yuji Otsuka,M,72.0,Japan,JPN,Japan,,Tokyo,3020.87,3020871000.0,"Copy machines, software",Technology,Technology,False,0.075004,24.3667,1.3826,25.83,4027597523550.58,123975371.0,2024.0,yuji-otsuka-1,2026-04-10 21:32 UTC,1954.0
1392,Sergei Popov,M,54.0,Russia,RUS,Russian Federation,,Moscow,3017.13,3017132000.0,Banking,Finance & Investments,Finance & Investments,True,0.138793,21.0204,0.4618,17.19,2173835806671.66,143533851.0,2024.0,sergei-popov,2026-04-10 21:32 UTC,1971.0
1393,Deng Weiming & family,M,57.0,China,CHN,China,Hunan,Changsha,3015.7,3015704000.0,Battery components,Manufacturing,Manufacturing,True,0.016089,2.1404,0.1413,15.26,18743803170827.2,1408975000.0,2024.0,deng-weiming,2026-04-10 21:32 UTC,1968.0
1394,Choo Chong Ngen,M,73.0,Singapore,SGP,Singapore,,Singapore,3015.18,3015178000.0,Hotels,Real Estate,Real Estate,True,0.550831,499.4613,2.0429,16.83,547386645891.847,6036860.0,2024.0,choo-chong-ngen,2026-04-10 21:32 UTC,1953.0
1395,Ye Qiongjiu,F,71.0,China,CHN,China,Zhejiang,Hangzhou,3009.73,3009734000.0,Software,Technology,Technology,True,0.016057,2.1361,0.141,15.26,18743803170827.2,1408975000.0,2024.0,ye-qiongjiu,2026-04-10 21:32 UTC,1954.0
1396,Susan Ocampo & family,F,68.0,United States,USA,United States,Hawaii,Honolulu,3007.0,3006998000.0,Semiconductors,Technology,Technology,True,0.010459,8.8412,0.036,23.35,28750956130731.2,340110988.0,2024.0,susan-ocampo,2026-04-10 21:32 UTC,1958.0
1397,Richard Chandler,M,67.0,New Zealand,NZL,New Zealand,,Singapore,3006.1,3006100000.0,Investments,Finance & Investments,Finance & Investments,False,1.155426,568.5296,16.6233,54.87,260172385097.616,5287500.0,2024.0,richard-chandler,2026-04-10 21:32 UTC,1959.0
1398,Chen Bangdong,M,,China,CHN,China,Shanghai,Shanghai,3003.08,3003077000.0,Electricity transmission equipment,Manufacturing,Manufacturing,True,0.016022,2.1314,0.1407,15.26,18743803170827.2,1408975000.0,2024.0,chen-bangdong,2026-04-10 21:32 UTC,
1399,Joel Greenberg,M,68.0,United States,USA,United States,Pennsylvania,Gladwyne,3003.0,3003000000.0,"Trading, investments",Finance & Investments,Finance & Investments,True,0.010445,8.8295,0.036,23.35,28750956130731.2,340110988.0,2024.0,joel-greenberg,2026-04-10 21:32 UTC,1957.0
1400,John Bicket,M,46.0,United States,USA,United States,California,San Francisco,3001.19,3001194000.0,Sensor systems,Technology,Technology,True,0.010439,8.8242,0.036,23.35,28750956130731.2,340110988.0,2024.0,john-bicket,2026-04-10 21:32 UTC,1980.0
1401,Michael S. Smith,M,70.0,United States,USA,United States,Florida,Miami Beach,3000.0,3000000000.0,Liquefied natural gas,Energy,Energy,True,0.010434,8.8207,0.036,23.35,28750956130731.2,340110988.0,2024.0,michael-s-smith,2026-04-10 21:32 UTC,1955.0
1402,Sathien Sathientham,M,72.0,Thailand,THA,Thailand,,Bangkok,2999.51,2999514000.0,Energy drinks,Food & Beverage,Food & Beverage,True,0.569689,41.8529,3.2445,35.59,526517658841.684,71668011.0,2024.0,sathien-sathientham,2026-04-10 21:32 UTC,1954.0
1403,Edward Bass,M,80.0,United States,USA,United States,Texas,Fort Worth,2994.83,2994833000.0,"Oil, investments",Energy,Energy,False,0.010416,8.8055,0.0359,23.35,28750956130731.2,340110988.0,2024.0,edward-bass,2026-04-10 21:32 UTC,1945.0
1404,Zhang Ning,F,52.0,Canada,CAN,Canada,Shanghai,Shanghai,2991.91,2991912000.0,Chemicals,Manufacturing,Manufacturing,True,0.133351,72.4634,0.6742,22.88,2243636826633.76,41288599.0,2024.0,zhang-ning,2026-04-10 21:32 UTC,1974.0
1405,Martin Viessmann,M,72.0,Germany,DEU,Germany,,Allendorf,2991.6,2991598000.0,Heating and cooling equipment,Manufacturing,Manufacturing,False,0.063847,35.8204,0.3035,14.32,4685592577804.69,83516593.0,2024.0,martin-viessmann,2026-04-10 21:32 UTC,1953.0
1406,Firoz Mistry,M,29.0,Ireland,IRL,Ireland,,Mumbai,2990.04,2990039000.0,Diversified,Diversified,Diversified,False,0.490848,554.143,4.1508,32.29,609157459747.205,5395790.0,2024.0,firoz-mistry,2026-04-10 21:32 UTC,1997.0
1406,Zahan Mistry,M,27.0,Ireland,IRL,Ireland,,Mumbai,2990.04,2990039000.0,Diversified,Diversified,Diversified,False,0.490848,554.143,4.1508,32.29,609157459747.205,5395790.0,2024.0,zahan-mistry,2026-04-10 21:32 UTC,1999.0
1408,Alpana Dangi,F,53.0,India,IND,India,,Mumbai,2989.06,2989062000.0,Investments,Finance & Investments,Finance & Investments,False,0.076449,2.0601,0.302,12.2,3909891533858.08,1450935791.0,2024.0,alpana-dangi,2026-04-10 21:32 UTC,1972.0
1409,Alberto Palatchi,M,76.0,Spain,ESP,Spain,,Madrid,2982.66,2982658000.0,Wedding dresses,Fashion & Retail,Fashion & Retail,True,0.17284,61.0589,1.1029,44.35,1725671652742.19,48848840.0,2024.0,alberto-palatchi,2026-04-10 21:32 UTC,1949.0
1410,Anatoly Sedykh,M,61.0,Russia,RUS,Russian Federation,,Moscow,2981.55,2981549000.0,Steel pipes,Metals & Mining,Metals & Mining,True,0.137156,20.7724,0.4564,17.19,2173835806671.66,143533851.0,2024.0,anatoly-sedykh,2026-04-10 21:32 UTC,1964.0
1411,Dmitry Pumpyansky,M,62.0,Russia,RUS,Russian Federation,,Moscow,2969.37,2969367000.0,Steel pipes,Metals & Mining,Metals & Mining,True,0.136596,20.6876,0.4545,17.19,2173835806671.66,143533851.0,2024.0,dmitry-pumpyansky,2026-04-10 21:32 UTC,1964.0
1412,Madhukar Parekh,M,79.0,India,IND,India,,Mumbai,2968.19,2968192000.0,Adhesives,Manufacturing,Manufacturing,False,0.075915,2.0457,0.2999,12.2,3909891533858.08,1450935791.0,2024.0,madhukar-parekh-1,2026-04-10 21:32 UTC,1947.0
1413,Anu Aga,F,83.0,India,IND,India,,Pune,2964.88,2964880000.0,Engineering,Construction & Engineering,Construction & Engineering,False,0.07583,2.0434,0.2996,12.2,3909891533858.08,1450935791.0,2024.0,anu-aga,2026-04-10 21:32 UTC,1942.0
1414,Thomas Wu,M,76.0,Taiwan,TWN,Taiwan,,Taipei,2962.89,2962891000.0,Finance,Finance & Investments,Finance & Investments,False,0.391572,125.7007,1.238,20.46,756666000000.0,23571000.0,2023.0,thomas-wu,2026-04-10 21:32 UTC,1950.0
1415,Zhang Lei,M,53.0,Singapore,SGP,Singapore,,Hong Kong,2960.0,2960000000.0,Investments,Finance & Investments,Finance & Investments,True,0.540751,490.3211,2.0055,16.83,547386645891.847,6036860.0,2024.0,zhang-lei,2026-04-10 21:32 UTC,1972.0
1416,Semahat Sevim Arsel,F,97.0,Turkey,TUR,Turkiye,,Istanbul,2945.96,2945957000.0,Diversified,Diversified,Diversified,False,0.26588,34.5197,3.1553,20.03,1108003393820.0,85341241.0,2023.0,semahat-sevim-arsel,2026-04-10 21:32 UTC,1928.0
1417,Vadim Moshkovich,M,59.0,Russia,RUS,Russian Federation,,Moscow,2940.65,2940654000.0,"Agriculture, land",Food & Beverage,Food & Beverage,True,0.135275,20.4875,0.4501,17.19,2173835806671.66,143533851.0,2024.0,vadim-moshkovich,2026-04-10 21:32 UTC,1967.0
1418,George Alexander Muthoot,M,70.0,India,IND,India,,Ernakulam,2940.31,2940314000.0,Financial services,Finance & Investments,Finance & Investments,False,0.075202,2.0265,0.2971,12.2,3909891533858.08,1450935791.0,2024.0,george-alexander-muthoot,2026-04-10 21:32 UTC,1955.0
1418,George Jacob Muthoot,M,73.0,India,IND,India,,Trivandrum,2940.31,2940314000.0,Financial services,Finance & Investments,Finance & Investments,False,0.075202,2.0265,0.2971,12.2,3909891533858.08,1450935791.0,2024.0,george-jacob-muthoot,2026-04-10 21:32 UTC,1952.0
1418,George Thomas Muthoot,M,75.0,India,IND,India,,Kottayam,2940.31,2940314000.0,Financial services,Finance & Investments,Finance & Investments,False,0.075202,2.0265,0.2971,12.2,3909891533858.08,1450935791.0,2024.0,george-thomas-muthoot,2026-04-10 21:32 UTC,1950.0
1418,Sara George Muthoot,F,66.0,India,IND,India,,Delhi,2940.31,2940314000.0,Financial services,Finance & Investments,Finance & Investments,False,0.075202,2.0265,0.2971,12.2,3909891533858.08,1450935791.0,2024.0,sara-george-muthoot,2026-04-10 21:32 UTC,1960.0
1422,Tor Peterson,M,61.0,United States,USA,United States,,Zug,2938.39,2938386000.0,Commodities,Metals & Mining,Metals & Mining,True,0.01022,8.6395,0.0352,23.35,28750956130731.2,340110988.0,2024.0,tor-peterson,2026-04-10 21:32 UTC,1964.0
1423,Balkrishan Goenka,M,59.0,India,IND,India,,Mumbai,2937.81,2937807000.0,Textiles,Manufacturing,Manufacturing,True,0.075138,2.0248,0.2969,12.2,3909891533858.08,1450935791.0,2024.0,balkrishan-goenka,2026-04-10 21:32 UTC,1966.0
1424,Nicolas Berggruen,M,64.0,United States,USA,United States,California,Beverly Hills,2934.94,2934939000.0,"Real estate, investments",Real Estate,Real Estate,False,0.010208,8.6294,0.0352,23.35,28750956130731.2,340110988.0,2024.0,nicolas-berggruen,2026-04-10 21:32 UTC,1961.0
1425,Rufino Vigil Gonzalez,M,77.0,Mexico,MEX,Mexico,,Mexico City,2933.07,2933074000.0,Steel,Metals & Mining,Metals & Mining,True,0.158001,22.4137,1.1144,31.22,1856365616165.94,130861007.0,2024.0,rufino-vigil-gonzalez,2026-04-10 21:32 UTC,1948.0
1426,Gerald Frere,M,74.0,Belgium,BEL,Belgium,,Gerpinnes,2932.93,2932928000.0,"Steel, investments",Manufacturing,Manufacturing,False,0.436857,247.3248,5.6006,16.66,671370081636.406,11858610.0,2024.0,gerald-frere,2026-04-10 21:32 UTC,1951.0
1427,Deng Wen,M,58.0,China,CHN,China,Sichuan,Chengdu,2931.21,2931206000.0,Condiments,Food & Beverage,Food & Beverage,True,0.015638,2.0804,0.1373,15.26,18743803170827.2,1408975000.0,2024.0,deng-wen,2026-04-10 21:32 UTC,1968.0
1428,Jonathan Tisch,M,72.0,United States,USA,United States,New York,New York,2930.0,2930001000.0,"Loews, New York Giants",Diversified,Diversified,False,0.010191,8.6148,0.0351,23.35,28750956130731.2,340110988.0,2024.0,jonathan-tisch,2026-04-10 21:32 UTC,1953.0
1429,Wang Changtian,M,61.0,China,CHN,China,Beijing,Beijing,2929.61,2929610000.0,"TV, movie production",Media & Entertainment,Media & Entertainment,True,0.01563,2.0792,0.1372,15.26,18743803170827.2,1408975000.0,2024.0,wang-changtian,2026-04-10 21:32 UTC,1965.0
1430,Sebastian Glaser,M,47.0,Germany,DEU,Germany,,Munich,2925.22,2925216000.0,Sensor technology,Technology,Technology,False,0.06243,35.0256,0.2967,14.32,4685592577804.69,83516593.0,2024.0,sebastian-glaser,2026-04-10 21:32 UTC,1979.0
1431,Gudrun Heine,F,71.0,Germany,DEU,Germany,,Ohningen,2922.41,2922412000.0,Medical devices,Healthcare,Healthcare,False,0.06237,34.992,0.2964,14.32,4685592577804.69,83516593.0,2024.0,gudrun-heine,2026-04-10 21:32 UTC,1954.0
1431,Sybill Storz,F,89.0,Germany,DEU,Germany,,Leipzig,2922.41,2922412000.0,Medical devices,Healthcare,Healthcare,False,0.06237,34.992,0.2964,14.32,4685592577804.69,83516593.0,2024.0,sybill-storz,2026-04-10 21:32 UTC,1937.0
1433,Christina Rohde,F,50.0,Germany,DEU,Germany,Florida,Marco Island,2921.24,2921243000.0,Electrical Equipment,Technology,Technology,False,0.062345,34.978,0.2963,14.32,4685592577804.69,83516593.0,2024.0,christina-rohde,2026-04-10 21:32 UTC,1975.0
1434,Thomas Kwok,M,74.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,2920.62,2920620000.0,Real estate,Real Estate,Real Estate,False,0.717838,388.1687,0.6911,16.36,406863396487.342,7524100.0,2024.0,thomas-kwok,2026-04-10 21:32 UTC,1951.0
1435,Feridun Gecgel,M,55.0,Turkey,TUR,Turkiye,,Ankara,2920.16,2920155000.0,Utility Equipment,Diversified,Diversified,True,0.263551,34.2174,3.1276,20.03,1108003393820.0,85341241.0,2023.0,feridun-gecgel,2026-04-10 21:32 UTC,1970.0
1436,Brannin McBee,M,41.0,United States,USA,United States,Montana,Bozeman,2918.15,2918151000.0,Technology,Technology,Technology,True,0.01015,8.58,0.035,23.35,28750956130731.2,340110988.0,2024.0,brannin-mcbee,2026-04-10 21:32 UTC,1985.0
1437,Wayne Rothbaum,M,58.0,United States,USA,United States,Florida,Delray Beach,2914.7,2914700000.0,Biotech investing,Healthcare,Healthcare,True,0.010138,8.5698,0.0349,23.35,28750956130731.2,340110988.0,2024.0,wayne-rothbaum,2026-04-10 21:32 UTC,1968.0
1438,Georgi Domuschiev,M,53.0,Bulgaria,BGR,Bulgaria,,London,2913.45,2913447000.0,"Animal health, investments",Diversified,Diversified,True,2.570461,452.2988,50.0,100.0,113343355779.985,6441421.0,2024.0,georgi-domuschiev,2026-04-10 21:32 UTC,1972.0
1438,Kiril Domuschiev,M,57.0,Bulgaria,BGR,Bulgaria,,London,2913.45,2913447000.0,"Animal health, investments",Diversified,Diversified,True,2.570461,452.2988,50.0,100.0,113343355779.985,6441421.0,2024.0,kiril-domuschiev,2026-04-10 21:32 UTC,1969.0
1440,Ajay Piramal,M,70.0,India,IND,India,,Mumbai,2911.38,2911376000.0,Pharmaceuticals,Healthcare,Healthcare,False,0.074462,2.0066,0.2942,12.2,3909891533858.08,1450935791.0,2024.0,ajay-piramal,2026-04-10 21:32 UTC,1955.0
1441,Kei Hoi Pang,M,60.0,China,CHN,China,,Hong Kong,2911.11,2911105000.0,Real estate,Real Estate,Real Estate,True,0.015531,2.0661,0.1364,15.26,18743803170827.2,1408975000.0,2024.0,kei-hoi-pang,2026-04-10 21:32 UTC,1966.0
1442,John Krystynak,M,57.0,United States,USA,United States,Nevada,Incline Village,2905.0,2905000000.0,Advertising technology,Technology,Technology,True,0.010104,8.5413,0.0348,23.35,28750956130731.2,340110988.0,2024.0,john-krystynak,2026-04-10 21:32 UTC,1968.0
1443,Arvind Poddar,M,68.0,India,IND,India,,Mumbai,2903.87,2903872000.0,Tires,Automotive,Automotive,False,0.07427,2.0014,0.2934,12.2,3909891533858.08,1450935791.0,2024.0,arvind-poddar,2026-04-10 21:32 UTC,1957.0
1444,Jamie Dimon,M,70.0,United States,USA,United States,New York,New York,2903.18,2903180000.0,Banking,Finance & Investments,Finance & Investments,True,0.010098,8.536,0.0348,23.35,28750956130731.2,340110988.0,2024.0,jamie-dimon,2026-04-10 21:32 UTC,1956.0
1445,Ugo Gussalli Beretta & family,M,88.0,Italy,ITA,Italy,,Brescia,2902.84,2902839000.0,Firearms,Manufacturing,Manufacturing,False,0.121926,49.2401,0.6264,23.97,2380825077243.59,58952704.0,2024.0,ugo-gussalli-beretta,2026-04-10 21:32 UTC,1937.0
1446,Lindsay Fox,M,89.0,Australia,AUS,Australia,,Melbourne,2900.84,2900840000.0,"Logistics, real estate",Logistics,Logistics,True,0.1651,106.661,1.2182,16.13,1757022451652.83,27196812.0,2024.0,lindsay-fox,2026-04-10 21:32 UTC,1937.0
1447,Luca Garavoglia,M,57.0,Italy,ITA,Italy,,Milan,2898.14,2898137000.0,Spirits,Food & Beverage,Food & Beverage,False,0.121728,49.1604,0.6254,23.97,2380825077243.59,58952704.0,2024.0,luca-garavoglia,2026-04-10 21:32 UTC,1969.0
1448,Karthik Sarma,M,51.0,India,IND,India,New York,New York,2895.0,2895000000.0,Hedge fund,Finance & Investments,Finance & Investments,True,0.074043,1.9953,0.2925,12.2,3909891533858.08,1450935791.0,2024.0,karthik-sarma,2026-04-10 21:32 UTC,1974.0
1449,Zhang Jian,M,57.0,China,CHN,China,Tianjin,Tianjin,2894.22,2894218000.0,"Electric bikes, scooters",Manufacturing,Manufacturing,True,0.015441,2.0541,0.1356,15.26,18743803170827.2,1408975000.0,2024.0,zhang-jian,2026-04-10 21:32 UTC,1969.0
1450,T.Y. Tsai,M,73.0,Taiwan,TWN,Taiwan,,Taipei,2893.23,2893226000.0,Finance,Finance & Investments,Finance & Investments,False,0.382365,122.7452,1.2089,20.46,756666000000.0,23571000.0,2023.0,ty-tsai,2026-04-10 21:32 UTC,1953.0
1451,Chang Kuo-Hua,M,71.0,Taiwan,TWN,Taiwan,,Taipei,2892.64,2892637000.0,"Shipping, airlines",Logistics,Logistics,False,0.382287,122.7202,1.2087,20.46,756666000000.0,23571000.0,2023.0,chang-kuo-hua,2026-04-10 21:32 UTC,1955.0
1452,Peter Unger,M,81.0,Germany,DEU,Germany,,Neustadt an der Waldnaab,2892.03,2892031000.0,Auto repair,Automotive,Automotive,True,0.061722,34.6282,0.2934,14.32,4685592577804.69,83516593.0,2024.0,peter-unger,2026-04-10 21:32 UTC,1944.0
1453,Gu Yuhua & family,M,76.0,China,CHN,China,Zhejiang,Hangzhou,2891.55,2891547000.0,Furniture,Manufacturing,Manufacturing,True,0.015427,2.0522,0.1355,15.26,18743803170827.2,1408975000.0,2024.0,gu-yuhua,2026-04-10 21:32 UTC,1949.0
1454,Don Levin,M,74.0,United States,USA,United States,Illinois,Glenview,2888.5,2888500000.0,rolling papers,Manufacturing,Manufacturing,True,0.010047,8.4928,0.0346,23.35,28750956130731.2,340110988.0,2024.0,don-levin,2026-04-10 21:32 UTC,1951.0
1455,Kim Jun-ki,M,81.0,South Korea,KOR,"Korea, Rep.",,Seoul,2888.25,2888250000.0,Diversified,Diversified,Diversified,True,0.154008,55.8104,1.7651,26.04,1875388209406.8,51751065.0,2024.0,kim-jun-ki,2026-04-10 21:32 UTC,1944.0
1456,Katarina Martinson,F,44.0,Sweden,SWE,Sweden,,Stockholm,2887.66,2887659000.0,Investments,Diversified,Diversified,False,0.478315,273.2014,1.3117,14.16,603715224265.798,10569709.0,2024.0,katarina-martinson,2026-04-10 21:32 UTC,1981.0
1457,Glenn Dubin,M,69.0,United States,USA,United States,New York,New York,2884.0,2884000000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.010031,8.4796,0.0346,23.35,28750956130731.2,340110988.0,2024.0,glenn-dubin,2026-04-10 21:32 UTC,1957.0
1458,Lee Bass,M,69.0,United States,USA,United States,Texas,Fort Worth,2882.26,2882256000.0,"Oil, investments",Energy,Energy,False,0.010025,8.4745,0.0345,23.35,28750956130731.2,340110988.0,2024.0,lee-bass,2026-04-10 21:32 UTC,1956.0
1459,Huang Shan,M,55.0,China,CHN,China,Guangdong,Shenzhen,2880.43,2880429000.0,Software,Technology,Technology,True,0.015367,2.0443,0.1349,15.26,18743803170827.2,1408975000.0,2024.0,huang-shan-1,2026-04-10 21:32 UTC,1970.0
1460,Safra Catz,F,64.0,United States,USA,United States,Florida,Fort Lauderdale,2880.19,2880187000.0,Software,Technology,Technology,True,0.010018,8.4684,0.0345,23.35,28750956130731.2,340110988.0,2024.0,safra-catz,2026-04-10 21:32 UTC,1961.0
1461,Filiz Sahenk,F,59.0,Turkey,TUR,Turkiye,,Istanbul,2878.25,2878247000.0,Diversified,Diversified,Diversified,False,0.259769,33.7263,3.0828,20.03,1108003393820.0,85341241.0,2023.0,filiz-sahenk,2026-04-10 21:32 UTC,1967.0
1462,Lina Tombolato,F,78.0,Italy,ITA,Italy,,Tombolo,2875.14,2875138000.0,Financial services,Finance & Investments,Finance & Investments,False,0.120762,48.7702,0.6204,23.97,2380825077243.59,58952704.0,2024.0,lina-tombolato,2026-04-10 21:32 UTC,1947.0
